epoch	ER20	F20	LE20	LR20	seld20	ER19	F19	LE19	LR19	seld19
1	0.9224098585120949	0.12149326264634407	53.53477993321154	0.33885575436271254	0.689869071394109	0.7789099891925274	0.3402200763530204	44.56773519930462	0.47891666666666666	0.5518429437644665
2	0.8980678533394189	0.15637231503579943	47.73164414926972	0.4557517899761336	0.6377798872891906	0.6643507796819516	0.45688233582306714	41.63474904175446	0.5782166666666667	0.4651389846338245
3	0.8571428571428571	0.19552819770073313	47.420224597007355	0.5865845931021996	0.5846189396363802	0.5431526941485255	0.5860893597420542	42.526833176759126	0.6208833333333333	0.39311004634711655
4	0.8481667427354328	0.21064200018316687	48.256262544143276	0.5434563604725706	0.5905396823867894	0.5826771653543307	0.5439314966492925	40.25622066214287	0.6057333333333333	0.4141645014292358
5	0.7964399817434962	0.26925507900677187	32.78213224882277	0.5525959367945824	0.5391779807200116	0.5626061448201328	0.5530859662013224	27.61045387579776	0.6239	0.3847528972599773
6	0.7813783660429028	0.29475509319462495	32.29108835771593	0.5863892501083657	0.5199072395151391	0.540064844835572	0.5885774722369117	27.793566718734475	0.6377166666666667	0.36704485248124075
7	0.8676403468735737	0.17835827350575198	46.13152833745401	0.605137963843958	0.5851075945163187	0.5102670989655704	0.6037835459744829	36.97371594420736	0.6605166666666666	0.3628441048369488
8	0.7898980678533394	0.27583811012680204	36.15212590505512	0.6084766371373979	0.5266071161265281	0.5077968195152076	0.6086264804666783	31.49815130538019	0.6489333333333334	0.35630668379738256
9	0.8183477863989046	0.2528675703858184	36.43347688235476	0.6122697254084114	0.5389046738766614	0.5161340126601822	0.612561750176429	31.719848975953337	0.6417666666666667	0.35950674475420685
10	0.7544500228206299	0.3195479485709605	31.784526478664176	0.6584227336008516	0.4882650108270158	0.46101590242396173	0.6588489687292082	27.28311555509647	0.6974	0.3140849494724335
11	0.7422790202342918	0.32638660978011147	33.21746841533275	0.6788644568427961	0.4803923612019193	0.4375482476455149	0.6810287241148963	28.252104703861985	0.6942166666666667	0.3048147485269074
12	0.747147421268827	0.33149514563106786	36.69587449086335	0.7153398058252427	0.47604460980155044	0.40790489424116105	0.7168679453784828	30.04588430306314	0.7206	0.2843396320810351
13	0.7374106191997566	0.32962356792144015	32.00191089510781	0.6628477905073649	0.4806819136581654	0.44943646750038596	0.6635086844510927	27.588994013207017	0.7041666666666667	0.3087583263362219
14	0.8006998326487145	0.26062322946175626	34.71129040820318	0.667260218535006	0.5164142217299369	0.4461942257217848	0.6666117879486334	30.017178354406976	0.7011166666666667	0.31130696826885307
15	0.7611440742431158	0.30759351420773784	34.42321536885543	0.656285117996468	0.49712638185536007	0.45823683804230353	0.6550937245313773	30.181221404199974	0.7011	0.31742914143912043
16	0.7250874790810893	0.34221668742216677	31.761729488325837	0.6322955583229555	0.48175732151222206	0.4767639339200247	0.6326806212018905	27.07737447683186	0.6815833333333333	0.32823245939735557
17	0.7205233531112125	0.3461225816940333	32.09342914430754	0.6776133961957405	0.46877105095023125	0.4343060058669137	0.6786275320380322	27.243974948876303	0.7093666666666667	0.2994168058862152
18	0.7051574623459608	0.367519324248944	31.64341372024663	0.6937604590007171	0.45491860549663965	0.4211826462868612	0.6950607287449392	27.235000173214587	0.7233333333333334	0.2885235351816119
19	0.7287387798569908	0.3449872286079182	32.43738835600813	0.6944444444444443	0.4673787049733906	0.4218002161494519	0.6949825727486423	29.26677861386683	0.72115	0.292065214480573
20	0.7047010497489731	0.36791461146599813	30.30690523297568	0.6821379477642112	0.4557550465643794	0.42998301682877876	0.6825657894736841	26.877427387146177	0.7095166666666667	0.2968049004320322
21	0.6954206602768903	0.37618511971717805	31.372167136903773	0.7083400289249557	0.4462963322654999	0.4048170449282075	0.7086665578586583	28.58964966390387	0.7214	0.28339546852280934
22	0.7533850600943253	0.32553744389321987	34.60339836106594	0.6816284746830459	0.4846150608809953	0.43723946271421954	0.6815597725998879	29.367858030462603	0.72515	0.2984211142375588
23	0.7043967746843146	0.36861051115910726	30.6830769345693	0.6941844652427804	0.45301583420195296	0.41778601204261234	0.6957510764481273	26.819526218773575	0.7127166666666667	0.2895789092024734
24	0.6879659211927582	0.38125882906921976	31.111224048153606	0.7069533825145188	0.4431484608024683	0.3963254593175853	0.7089456869009583	27.597188616641084	0.7382666666666666	0.27560770507171384
25	0.7103301384451545	0.36541598694942895	31.696610029466903	0.6924570807115666	0.4571373371814104	0.4216458236838042	0.6938614486350005	26.66308351874481	0.7369833333333333	0.28473232087156874
26	0.7371063441350981	0.3440385070622582	31.44519042961061	0.6399431863015859	0.4819550382894949	0.47398486953836655	0.6403396347324575	26.685163485756096	0.7148833333333333	0.3167532024316941
27	0.7200669405142248	0.3492638374931107	33.91446892815436	0.6950633808361545	0.466038359613121	0.4120734908136483	0.6947823303457105	29.098232457290617	0.7334333333333334	0.2863786685298881
28	0.7132207515594097	0.3576221678376884	33.6545137279083	0.7092444935659586	0.45833090271659105	0.4014204106839586	0.7108936306754371	29.556699583601016	0.7334333333333334	0.28032433331268736
29	0.6987676859881333	0.37457826598666133	31.66804728644022	0.7031777167516673	0.4492363248213959	0.4105295661571715	0.7038010996892182	28.14274091441971	0.7290166666666666	0.2835150901092379
30	0.6637760535524114	0.4119809181199655	28.35735381079576	0.7046218815984983	0.42617852708459214	0.4068241469816273	0.7060319478661685	24.41586450780465	0.7347666666666667	0.2754173060397045
31	0.7282823672600031	0.344726712856043	34.213946667456774	0.7130100076982293	0.4651557820479005	0.3989501312335958	0.7145317882868775	29.806942813390485	0.74745	0.2756406174219441
32	0.7214361783051879	0.34834508952794346	34.0925170827314	0.7103325323618324	0.4630403572743133	0.4001852709587772	0.7122143420015759	30.250443512459874	0.7526833333333334	0.27583640378438345
33	0.6824889700289062	0.3870765370138016	30.895792434513066	0.7154956085319949	0.43789002894649	0.39416396479851784	0.7161537234890766	27.937248034558053	0.7405333333333334	0.2731709603753576
34	0.7063745626045945	0.3604724409448818	32.347285676755945	0.7149606299212596	0.4526621585967743	0.3890690134321445	0.7156713426853705	29.173672607660606	0.7441666666666666	0.2728267407528888
epoch	ER20	F20	LE20	LR20	seld20	ER19	F19	LE19	LR19	seld19
1	1.0068461889548153	0.010320412816512588	50.510377336200925	0.22392895715828628	0.7633025066008386	0.8744789254284391	0.2220864891277791	44.20585581408691	0.3984333333333333	0.6248867977058412
2	1.0133881028449718	0.004577114427860596	51.57179335527315	0.39601990049751234	0.7248252627511124	0.7301219700478616	0.3956688929366524	46.953548923705775	0.5328833333333334	0.5156056983385048
3	0.9294081849992393	0.11298405466970378	35.29294021651874	0.49749430523917987	0.6287504287955317	0.618805002315887	0.4996303142329019	36.74745695096349	0.6123333333333333	0.4277484733415289
4	0.7644910999543587	0.3068265682656825	26.284307917358298	0.558671586715867	0.5112542194617554	0.5633781071483711	0.5593855376545522	21.76707161185988	0.62315	0.3754426862788157
5	0.7030275368933516	0.38248436103663974	21.884987661011905	0.5812332439678283	0.46522329916807076	0.539138490041686	0.5816660603855948	18.16164833565993	0.6299166666666667	0.3571134523246616
6	0.7380191693290735	0.3446071904127828	24.307497456229644	0.5716822015090989	0.48919285748545027	0.5485564304461942	0.571970038805162	20.397999829241638	0.6416166666666666	0.3620729865619826
7	0.6514529134337441	0.450127442650807	16.29544864266028	0.5536108751062021	0.43456121647843415	0.5629149297514281	0.5535374502681196	13.66628699620459	0.6659333333333334	0.354841990698889
8	0.6328921344895786	0.47103274559193936	18.45014700093183	0.6025188916876573	0.41546032847045633	0.5209201790952601	0.6027514312569426	15.382493022289905	0.67045	0.3332942606016487
9	0.6307622090369694	0.4528612597776862	19.246094348934136	0.6117743927542196	0.4182623257220078	0.4951366373320982	0.612724525768004	16.32940367773773	0.7028	0.3175827552212148
10	0.5668644454586946	0.5229964872150967	17.17827417414264	0.6667755902295563	0.3681318061342641	0.44310637640883127	0.6682744282744281	15.010412660172962	0.7062333333333334	0.28799744906161884
11	0.6158527308687053	0.48043276138956964	17.27403009741978	0.6232778294311554	0.4020272434806337	0.49266635788173535	0.6235172769468796	15.324296120533761	0.6613833333333333	0.323225181512233
12	0.5998782899741366	0.5046759639048399	14.950059116248886	0.6086956521739129	0.39239063946863606	0.5098039215686274	0.6094872223150157	13.570739391286574	0.6791666666666667	0.32413575730130095
13	0.6179826563213144	0.4895475819032761	17.570672571998706	0.6230889235569422	0.40074024962082777	0.5048633626679018	0.6248114929756329	15.240882237077784	0.7091333333333333	0.3138975260856752
14	0.5324813631522897	0.5712672420746954	14.91746467232426	0.6774219569250624	0.34166674197191665	0.43909217230199166	0.6800164136233072	13.164250901003498	0.70575	0.28161512147662043
15	0.5769055225924236	0.5143810583187668	16.546005321510496	0.6581916415064356	0.37406376863834767	0.45144356955380577	0.6576736672051696	15.297365385286717	0.7265166666666667	0.2880596497333906
16	0.5309599878289974	0.5642542982806875	14.506754589212548	0.6762095161935224	0.3427723136014921	0.4312181565539602	0.6763654096228866	13.252085703299066	0.73005	0.2746063613206837
17	0.5521071048227598	0.5502773088979985	12.878276972929893	0.6346756691584278	0.3596750274873194	0.4776902887139108	0.6349232277033647	12.265323441847416	0.7178	0.29827693669964683
18	0.5648866575384147	0.53655494933749	16.345052887651807	0.6678098207326577	0.3628319342110276	0.44881889763779526	0.6683046683046683	14.532275766490308	0.7333	0.28198727367562937
19	0.564430244941427	0.5474038903354265	14.466143261155166	0.6602848828304487	0.35927723358438124	0.46472132159950597	0.6617349322535429	13.32261425750509	0.72075	0.28906272824969226
20	0.5107256960292104	0.5821462488129153	14.142796090584302	0.6834441278885722	0.3309266021799645	0.4238073182028717	0.6837400338245953	12.247841136784565	0.7419166666666667	0.2665485448956588
21	0.5343070135402403	0.5657672170761175	13.423744741064793	0.6633910592025775	0.34493127423353187	0.44835572024085224	0.665137614678899	12.019252663382824	0.7161666666666666	0.28345626620074227
22	0.5111821086261981	0.5883003078866343	13.098477085028673	0.6738770032367568	0.3304435286604638	0.43832020997375326	0.6734087808010272	11.909906246305665	0.7426166666666667	0.27211522707971714
23	0.5788833105127035	0.5224921449919533	15.81595904528303	0.6578281860678977	0.3716073546483284	0.4675003859811641	0.6580383595820988	13.83550102213556	0.7273666666666667	0.2897398135749546
24	0.5232009736802069	0.5719949254678083	14.027218944374711	0.6631779257849666	0.34148927914071175	0.4415624517523545	0.6645697233647874	12.657793367545715	0.7448333333333333	0.2756201173295941
25	0.5110299710938688	0.6002627308554207	14.034118646467574	0.7018004790974421	0.3217335217386787	0.4187123668364984	0.7045955303745671	12.06567438723388	0.72665	0.2636245902088632
26	0.5078350829149552	0.5935503972581397	13.080056258600973	0.6798566754946253	0.32677374734416	0.43199011888219857	0.6808274550210033	11.652313700104857	0.7449666666666667	0.26773276832655557
27	0.49353415487600794	0.6082963416500842	13.699200124041957	0.7035052808816774	0.3144597999250087	0.4140805928670681	0.7037757882444531	12.427272107048434	0.7481333333333333	0.2578029679709988
28	0.5501293169024798	0.5624999999999999	14.62870757554565	0.6662104622871045	0.3506723630643239	0.460398332561371	0.6659961315280463	13.237993824757877	0.7355166666666667	0.2831074861260504
29	0.5022059942187738	0.6040593759466826	13.998960302252712	0.7102393214177521	0.3164198246333802	0.4048170449282075	0.7111453914384881	12.745007143079796	0.75435	0.2525318121822629
30	0.5043359196713829	0.6029331884845193	12.649965920120255	0.6904632575463644	0.32030426552140295	0.42828469970665434	0.6900141978230004	12.234981812098615	0.7392333333333333	0.26675232243216157
31	0.4739084132055378	0.6265003897116131	11.666350753860993	0.7028838659392048	0.30233430432459796	0.40636096958468426	0.7041537606226669	10.92957826899524	0.7454833333333334	0.2543609387252199
32	0.48440590293625435	0.6209615087339618	12.302119111976145	0.7021177925490801	0.3074179269577144	0.4117647058823529	0.7039861624341536	11.000985543541432	0.7395666666666667	0.25733211578363513
33	0.5093564582382474	0.6003324267150195	12.645313918203156	0.6875188878815351	0.32293922190792756	0.4344603983325614	0.689899223017155	11.901363859899746	0.7429666666666667	0.26692829918982347
34	0.4691921497033318	0.6345313817150738	12.604574388759865	0.7200551766418882	0.2961577511543145	0.39524471205805156	0.7200062446335179	11.30092681927957	0.7504166666666666	0.2469011818829106
35	0.50098889396014	0.5942223981005142	12.374744196110305	0.6749505342303126	0.32514113512414816	0.4315269414852555	0.6754689638515416	11.201544648874922	0.7438833333333333	0.2686013619763103
36	0.5197018104366348	0.6016721638413743	12.172630458051431	0.6868144511774179	0.3247102300461987	0.4440327312027173	0.686508866494805	10.991926456748347	0.7262333333333333	0.27308919736690634
37	0.4725391754145748	0.6257830020880054	12.248088617216268	0.7122418993117314	0.30063980269428764	0.3975605990427667	0.7135773317591498	10.774253402710267	0.7573	0.2466350576580018
38	0.4786246767077438	0.6211419753086419	13.78391598965523	0.7168209876543208	0.3043097561996053	0.39447274972981317	0.7172153689007621	12.010021059818603	0.75535	0.2471574300125664
39	0.4827323900806329	0.6140791954745441	12.034908984337017	0.6956316781898175	0.30997053047120254	0.413154238073182	0.6936879205382889	11.18725007018589	0.73985	0.2604419267034259
40	0.47710330138445156	0.6238686915171038	13.516799258348076	0.7091578462954441	0.3047925231962372	0.4015748031496063	0.710503709488481	12.572480894186075	0.7547333333333334	0.25154621910165087
41	0.46873573710634414	0.6378000607718017	12.07489194966773	0.7177149802491642	0.2950758572847719	0.3997220935618342	0.7191828522788826	11.012885992821834	0.7544	0.24683048531076823
42	0.4701049748973072	0.6349693251533741	11.917559623647119	0.7162576687116563	0.29627166140202355	0.3978693839740621	0.7171433036411937	11.103723345124008	0.7566833333333334	0.24643252472922264
43	0.46721436178305187	0.6290598290598289	12.11296583397959	0.7069153069153068	0.299633370110284	0.3989501312335958	0.7089729387561322	11.197638803227514	0.7462166666666666	0.251492407568293
44	0.45656473452000607	0.6348371121256673	12.486806004743789	0.7202661920606669	0.2927081437011177	0.38181256754670373	0.7222747321991176	11.979585028106047	0.7641	0.24049777137593267
45	0.4579339723109691	0.6379917103308046	11.707187436883606	0.7132243684992571	0.2929394559214541	0.3930832175389841	0.713739850342302	10.908648832626785	0.7536	0.2465867429555966
46	0.49551194279628785	0.6021688613477924	12.712656740048264	0.6940356312935708	0.31748333023324266	0.41608769492048786	0.693896861693739	11.49629664744586	0.7522166666666666	0.25846062031702866
47	0.510421420964552	0.6205763774824546	12.30994272763582	0.7028520232940121	0.3138453977242933	0.4369306777829242	0.703233168505135	11.063956958957247	0.7228	0.26809098420688793
48	0.44637151985394796	0.6468526139308031	12.249299184264538	0.729461972260326	0.28452714894940545	0.3771807935772734	0.7300085317614208	11.405746304225012	0.77965	0.2327218797653868
49	0.4577818347786399	0.6453523693803158	11.895547822426321	0.7287363304981774	0.287444877922851	0.38243013740929444	0.7297485493230172	11.107280547795641	0.7687166666666667	0.23641800889350767
50	0.4792332268370607	0.6152190622598	13.22847079396626	0.7093005380476556	0.30705128273513216	0.3975605990427667	0.7111913357400721	12.822947980773227	0.7709833333333334	0.24665613246563645
51	0.4745169633348547	0.6414865377322714	11.840552034614781	0.7186954872961698	0.2950289457357906	0.40311872780608304	0.7207346245852301	11.018905263966696	0.7435833333333334	0.2500042275607225
52	0.44272021907804654	0.6507481200093029	10.914291127174197	0.7200558182804867	0.283137807873695	0.3805774278215223	0.7219766340385222	10.467991325260304	0.7644333333333333	0.238080741953056
53	0.4398296059637913	0.6509014282369467	11.025431229559484	0.7258253336455163	0.2810888099502758	0.37224023467654777	0.7264338556996259	10.77255461554042	0.7691666666666667	0.2341218094880366
54	0.4691921497033318	0.6265915579905855	11.453203223059056	0.6944980322555752	0.3029328665629859	0.4094488188976378	0.6954946439823566	11.005372604335601	0.7633166666666666	0.2529446167903975
55	0.45854252244028604	0.6410276251644353	11.24813736232176	0.7140756790218988	0.29148221756671266	0.3924656476763934	0.7157728706624604	10.844918548711243	0.7592	0.24443558112669334
56	0.42948425376540394	0.6635894226255671	11.34523597574177	0.7404162102957282	0.27212692739955735	0.36004322989038134	0.7432120391750934	10.576737994014033	0.7591166666666667	0.22911854489273037
57	0.4300928038947208	0.6666149309327951	11.279165031306224	0.7349060996430233	0.2728084503176509	0.3668364983788791	0.7362680787165098	11.035162287767287	0.7708666666666667	0.23025205253749134
58	0.44332876920736347	0.6497734776933117	12.181377895111693	0.7288643169776549	0.2830913240439766	0.37285780453913847	0.7317073170731707	11.36844941039384	0.7751	0.23230213493648336
59	0.4669100867183934	0.6333512723917889	11.933630373426926	0.7156146690243714	0.2960605229553179	0.391230507951212	0.718105543793617	10.667873422719035	0.7604	0.24299773190428628
60	0.4311577666210254	0.6640273249495419	11.117626691052546	0.7385499146095326	0.2725862799475052	0.3659101435849931	0.7394639044832766	10.574058050392887	0.76695	0.2295602515120859
61	0.42507226532785636	0.6680555555555555	11.639831770154846	0.7449074074074072	0.26919375860532735	0.3568009881117801	0.746463376296762	11.211454023558463	0.7726166666666666	0.22500170020869684
62	0.43450479233226835	0.6571316920672136	11.563069852743554	0.7379445095740522	0.27591696691267226	0.3643662189285163	0.7389954628671496	10.987410409014295	0.77225	0.22854048125008375
63	0.4378518180435113	0.6567141208156982	11.164387820293248	0.73305117352828	0.277527725119735	0.37332098193608154	0.7336258226261358	10.629086301833398	0.7750166666666667	0.23093224302447724
64	0.41411836300015215	0.6742406677486668	11.113802171824718	0.7484349640621376	0.2632965191470935	0.3473830477072719	0.7517496264842336	10.61691412751014	0.7803833333333333	0.21855823603841254
65	0.42248592727825957	0.6729792147806004	10.480193483194117	0.7408775981524248	0.2667131028685226	0.36158715454685814	0.7418392969240425	9.981860670214164	0.7726666666666666	0.2256339931143347
66	0.43724326791419443	0.6573803293827919	11.451128263535788	0.7278744035708787	0.2789014785505973	0.37455612166126295	0.7289983528119851	10.822977919207567	0.7709166666666667	0.23369218932232996
67	0.4520006085501293	0.643215305099128	12.056964499278715	0.7240607883977475	0.2879269127900894	0.3790335031650455	0.7266011787819252	10.419254682512761	0.76105	0.23731676815482558
68	0.4303970789593793	0.6606083943011166	11.590658473087535	0.7382364266461301	0.27398620127121026	0.359734444959086	0.7402587220697765	10.73166492942937	0.7771833333333333	0.22547818756875707
69	0.4399817434961205	0.6573953131002688	11.190873446800211	0.7286976565501344	0.2790150732486518	0.3768720086459781	0.7302332863629247	10.066665519517032	0.7672333333333333	0.23383282712564812
70	0.4268979157158071	0.6682088056133857	11.077141695159824	0.7403809083198396	0.26996196946670076	0.36066079975297205	0.7433142498627557	9.899423442572495	0.7737666666666667	0.22464417003168252
71	0.41335767533850604	0.6717121013205651	11.523077370256043	0.745540196154143	0.26503061859130506	0.34954454222633935	0.7471472416778152	10.269916085808209	0.7820833333333334	0.21934226414519797
72	0.4276586033774532	0.6619935295023877	11.795093590316867	0.7371745493760591	0.27350470555574724	0.36004322989038134	0.7379813347972707	10.50151622045723	0.7816166666666666	0.2246967463016905
73	0.4221816522136011	0.6715474722564734	10.8299284044	0.7382860665844635	0.2681285955714994	0.36313107920333487	0.740386124627217	10.411463954589307	0.7775	0.22577160524762574
74	0.42552867792484406	0.6666159232759933	11.302721847742893	0.7369462627492767	0.27118984776342536	0.36251350934074417	0.7395244365269924	10.213550547051392	0.78345	0.22407025507434264
75	0.4328312794766469	0.6629436964504283	11.033468331260902	0.7336291309669521	0.27438887458601235	0.3688436004322989	0.7359550561797752	10.28024641638303	0.77395	0.22901275608588514
76	0.43191845428267156	0.6636920517280495	11.433240370648015	0.7365953263253421	0.27378726957210897	0.3651381812567547	0.7383335900200214	10.459828677293753	0.7875666666666666	0.22433702097209132
77	0.42659364065114863	0.6671798029556649	11.582231390790394	0.742764778325123	0.27024869732979906	0.3584993052339046	0.7435153984797429	10.735267561472977	0.7777333333333334	0.22422273719058622
78	0.4366347177848775	0.6568333717446415	11.861325843219277	0.7316586002919258	0.27850975010821544	0.3694611702948896	0.7326965236454743	11.046640344916964	0.78455	0.22839621769696072
79	0.42431157766621025	0.667543723881752	11.134020797870312	0.7350255378424392	0.27089949676032465	0.36467500385981166	0.7363113527140942	11.104396298842357	0.7751	0.22873868542371043
80	0.4132055378061768	0.6783400185128046	10.857106214856614	0.7485344029620485	0.2616620932701318	0.34877257989810095	0.7498625618471687	10.54769193754968	0.7790333333333334	0.2196187433148854
81	0.40772858664232464	0.685512367491166	10.160761829577057	0.7468121063143338	0.2579631974169522	0.3518604292110545	0.7476328351201188	9.670563878017894	0.7842666666666667	0.21842157057553654
82	0.405294386125057	0.6860089271971679	10.248085852771975	0.7478836386024318	0.25708390765465877	0.349235757295044	0.7482747804265996	9.75998526829599	0.7814833333333333	0.21842494597863335
83	0.40712003651300777	0.6875576036866358	10.257823295183975	0.7473118279569892	0.2573096280162123	0.35232360660799755	0.7491005787580164	9.67653887534483	0.7826666666666666	0.21857872762269645
84	0.4110756123535676	0.6819409087402607	10.391029711484551	0.744735015042814	0.26053190785301844	0.3547938860583604	0.7453260015710917	9.799127636606544	0.7806833333333333	0.2208060372837707
85	0.4139662254678229	0.6795698924731182	10.387694692785095	0.742242703533026	0.262465761105399	0.3564922031804848	0.7434612372748628	9.703454703351259	0.7812833333333333	0.22141392856439335
86	0.4103149246919215	0.6815237507711288	10.531016183639764	0.743985194324491	0.26082790626524177	0.3546394935927127	0.7455230914231856	9.817540532809911	0.78015	0.22087707350461774
87	0.4109234748212384	0.6814928818776452	10.676628642084323	0.745363601385148	0.26084539878139507	0.3538675312644743	0.7464557061173336	9.876937233928956	0.7826833333333333	0.21990009133390875
88	0.40894568690095845	0.6839999999999999	10.41006183407947	0.7455384615384614	0.2593102255546236	0.35155164427975916	0.7482375058749804	9.712840612696215	0.7829833333333334	0.21857275767438386
89	0.4068157614483493	0.6842878120411159	10.622335500810738	0.7478166782595252	0.25843106153805306	0.34969893469198704	0.7489361702127658	9.984605713884276	0.7799833333333334	0.21906236572242235
90	0.4151833257264567	0.6778197517539125	10.726917090163045	0.7431963611132526	0.2634402991733827	0.3561834182491894	0.7452489398460812	9.915247806929013	0.7801833333333333	0.22145896377706734
